evolution$generation,betaCongestion,betaWaiting,averageCongestionRer,averageCongestionOthers,evolution$samples
1000,-1.7877679857151723,-3.9362345880686735,0.9975204037984177,0.36304850793753224,8
1000,2.4378915974841835,4.0,0.19935146804835896,0.49108298499270814,1
1000,-1.625357975027923,-3.957311571023376,1.0,0.3525844833917741,1
1000,1.4699218928190714,-0.430720206772254,0.48486978753416016,0.46610783782437026,3
1000,-2.852187344391037,-1.3818084875462664,0.8087409502861261,0.4423768428341217,4
1000,-2.325984129917931,-2.585623899822853,0.9553204281890316,0.3973957432717642,7
1000,2.8737846866593086,0.5822725838515606,0.2891143364928787,0.4819571574892028,3
1000,0.848938323712221,0.19870595481206,0.3470155575777939,0.47798173972926217,4
1000,0.9835198113137862,0.019055117259381582,0.378463735685966,0.47153837704334667,2
1000,1.9573068637537778,-1.130758844456499,0.685040639096149,0.4499455801578486,4
1000,0.8366601474863078,-1.3878995495493762,0.7710313071424878,0.43959022530747943,1
1000,2.468242843374438,-1.1894723787484005,0.699702419867587,0.4471139038711238,2
1000,0.07632732121789765,-1.148904276016753,0.7145379054902139,0.44679722717855624,1
1000,1.2558995250881466,-0.2963465170205608,0.4509519840894146,0.4673652707558345,3
1000,1.6767347009910338,-0.48575151102776815,0.496256116863794,0.46609256139165567,2
1000,-0.4002637465377874,-0.13075021099085893,0.426274478330656,0.46462653251640756,1
1000,1.8199049433360912,-0.9512097724271564,0.6411509334139756,0.45210134603339436,2
1000,3.451140284258039,1.1174968399899115,0.2506336295283688,0.48021941571884375,1
1000,2.4617830593820065,-1.3682299234384314,0.7571555680857837,0.44179457099262526,1
1000,0.9710690890393696,0.05996560228641723,0.36621079691514746,0.4759497933858718,1
1000,-2.338595679056776,-1.123928358446474,0.7414955379394403,0.44639442171837335,2
1000,2.0908979582397986,-0.8937487853983157,0.610969113796068,0.4550756386737385,2
1000,-4.0,-1.6254028485563006,0.8640688157180356,0.4343811989366593,1
1000,0.3304264675526518,-0.46335121568986537,0.5089039946290377,0.4642871259490405,1
1000,2.1474596712542002,-0.7829017941197272,0.5811912455933906,0.4604431174946309,5
1000,1.7484249943341332,-0.5978832689852305,0.5264334043724528,0.46251271232037583,2
1000,2.0195132032190193,-0.6137656843491297,0.5362530677291266,0.46202739285335126,1
1000,1.2360719711489088,-0.26384212732201906,0.4364348017922858,0.46619575894464915,2
1000,0.9526416805159625,0.05660762834875843,0.3725945325063172,0.47500998007868694,1
1000,1.648465943715415,-0.7114321948490518,0.5664957255715544,0.45814382662733266,2
1000,-0.5933483746383179,0.7757977768116344,0.2774527085308733,0.4800266640095493,2
1000,-0.1634528030694642,-0.963717137352472,0.6573770726314764,0.448923953109906,1
1000,-2.223881190834212,-1.1379841572433471,0.7329052116125014,0.4447896035027109,1
1000,-2.415234263751966,-1.9571959267626315,0.8968457588437159,0.4210509738920504,5
1000,-2.4368788055324098,-1.4873868530206797,0.8263812774469711,0.43746131487340123,2
1000,-2.529222540052066,-1.457303312988516,0.8197221412205831,0.43778698488530915,3
1000,0.06933400411654933,-1.3227069748397495,0.7611862386626957,0.4413805922903812,2
1000,-3.0435928893843163,-1.3956395811564342,0.816303246073311,0.44115330299444266,3
1000,-1.0562958315029518,-0.5340499160540944,0.5433518066598324,0.4613639791742191,2
1000,-2.2545693118942767,-1.8237155617420968,0.875611120403246,0.42507974749754995,2
1000,-0.04981442127242408,-0.9213194381475742,0.655047016628652,0.4527901375482387,3
1000,-2.536070822443139,-2.933916688325371,0.9720801473168449,0.37311332701430566,1
1000,-1.8810546095301741,-1.9431809282920312,0.8875521498919837,0.41535599208576635,1
1000,-2.3604865902286516,-1.3977500520850836,0.8044253759098743,0.4367016083724537,1
1000,-2.626677943921476,-1.5549031134029963,0.8371207404837402,0.436160222864051,2
1000,-3.672144817357166,-1.4820764169427365,0.8303622703647321,0.43588064709392366,1
1000,-3.767468982411807,-1.6783041945003156,0.8699974506055067,0.42961278650185364,1
1000,-2.639599519774965,-1.4803002710102815,0.8330945596769248,0.43739188645429083,2
1000,-2.136436579805957,-1.244045138964216,0.76817493879357,0.4427574677517231,5
1000,-2.9536544761859194,-2.4182705051256077,0.9516261590145016,0.38746856339016605,3
1000,-0.8242986468758255,1.183049728404412,0.25521166761872677,0.48322389150910994,2
1000,-3.0345190251164667,-2.374876592427145,0.9375947409125115,0.3916406710653579,1
1000,-1.9782742530224624,-2.984191565469934,0.9775628665421915,0.37569849447799314,4
1000,-2.3190046508169937,-2.6233159039722658,0.9570529493292103,0.38275964144108654,4
1000,-2.3000186189275507,-2.6489906969936525,0.9586714666664978,0.37661624476530997,1
1000,-0.6115565610847726,-1.9417282617364249,0.8833874413867475,0.4197949280368365,2
1000,-1.1168512423763328,-0.5432408414859453,0.5446141312862078,0.45692835577799007,1
1000,-2.2854744138927465,-2.0606326272658384,0.909288063389872,0.4160731769031474,4
1000,-2.1158073779917013,-2.4795274388442388,0.9482819624950152,0.3911944492530527,5
1000,-2.2482738066599817,-1.8939381374840636,0.8821866537717103,0.42402599112150874,1
1000,-1.6821957604893614,-1.7977546471791523,0.874024134856245,0.4326172916298151,2
1000,-2.879204781406742,-3.0611845373676076,0.9736282651498129,0.3707766272491555,1
1000,-2.503735170151012,-1.4471639494341741,0.8175759695182354,0.4390277281039471,5
1000,-2.3764889630882022,-0.6912579470878355,0.6078105543012255,0.45678183694288027,2
1000,-1.5959939343026832,-2.1665395704117874,0.9188415386756623,0.403542304754965,1
1000,-0.42066486376767553,-1.65126400311014,0.8396421052630385,0.43766810868297856,3
1000,-2.215628623073468,-1.5763426915918175,0.8415867525485464,0.4359330723983166,3
1000,-2.31698153121756,-3.388693601361541,0.9828980370066099,0.365798515890253,3
1000,0.0033916015956831913,-4.0,0.9896429493246193,0.3551680862102006,1
1000,-3.756055417338353,-1.6836695007407396,0.8661364420564086,0.43390212008811846,3
1000,-1.4521150220426011,-2.844744758750203,0.9651549376435637,0.3737224000605692,2
1000,-2.199518549143147,-2.0390822419731656,0.9110476667305574,0.41576165616763683,2
1000,-2.223196640895458,-2.4901167895800267,0.9468180754343435,0.3826336239017044,1
1000,-1.166035928141973,-2.023047424047143,0.8937885891622431,0.41130019208029855,1
1000,-1.5043376961184878,-4.0,0.9916541570145253,0.35365095126258583,2
1000,2.3824158445162826,-3.464052852696506,0.9813720406562423,0.36800821465724165,4
1000,-4.0,-2.9514943842166197,0.9742744566405972,0.3626125870867435,1
1000,-2.2304122708469007,-2.260459722564037,0.921738748323154,0.39758551063661796,1
1000,-2.3429143589059986,-2.1579645966945655,0.9185287513127812,0.409273230404369,2
1000,0.2942482458523461,-2.4387020939566924,0.9264276903250707,0.395308597175477,1
1000,-2.121649314144082,-4.0,0.9987340747368499,0.3564934789318817,3
1000,0.6777434731686203,0.7242721686983558,0.27741888906577966,0.48300803913411366,4
1000,-0.14141351413468506,-0.9682769779486202,0.6668149049235205,0.45193985179530083,3
1000,-2.70777216316296,-1.555771096481799,0.8413302377092517,0.43516494891366747,2
1000,-2.390807117596987,-2.2961239547476615,0.940463954164761,0.3859642343982733,2
1000,-2.235687194988195,-2.111519633198962,0.9127483158682338,0.40578299115734584,1
1000,2.521269796184642,3.8516415539407367,0.20111613040699197,0.48899401992143227,1
1000,-2.2563154133394767,-2.764015009919506,0.9606945257741658,0.37312562678570527,1
1000,-0.4086064183943492,-1.844411604407985,0.8687730423240273,0.43360175311076354,1
1000,-0.5157181144701477,-1.9620459183618673,0.8924556671449212,0.42837208538729044,3
1000,2.7992273026301158,3.305850433022683,0.2021551577152605,0.48805860127863243,1
1000,2.7233092627615036,3.4434284620309255,0.20004111349036663,0.4899670883265393,1
1000,-2.2821612559541418,-2.1046565684111704,0.9163503665140058,0.41182755354671086,4
1000,-2.3077895004305935,-2.250962103878407,0.9280098322996398,0.39894096173579097,3
1000,-3.086897841212921,-3.982858290877493,0.9947644389916115,0.35657803942199057,4
1000,-1.8030158757598547,-3.948223107763114,0.9869993528624458,0.3591158133232102,3
1000,-3.244151103928428,4.0,0.20434000421319207,0.4832421416905481,1
1000,2.6018398685000896,3.5466518867022785,0.20332148148147852,0.48660917154928834,1
1000,2.0914324965241597,-3.4266279166770675,0.977397123966721,0.3678540221777784,2
1000,4.0,-3.4690612878982785,0.9858630042325545,0.35899176596828275,1
1000,-3.3253226612942206,-4.0,0.9852048067778627,0.36203473196248626,1
1000,1.0537859141361299,4.0,0.20363398140321207,0.48659943272848016,1
1000,-1.5323750794016568,-2.1122644143270835,0.9134112756317652,0.41142330045687353,3
1000,-1.415409982632287,-2.1704978984344767,0.9184506963788306,0.4056957612718202,1
1000,4.0,4.0,0.20227030483905675,0.49088590867660314,5
1000,2.568931061281708,3.684486058845553,0.20240662139218812,0.48952794533299276,3
1000,-2.185746644780518,-3.3632947130506965,0.9855548643511398,0.3657018064232017,5
1000,0.03281025426294537,4.0,0.2009038050448865,0.48954132295661135,1
